team1_pick1,team1_pick2,team1_pick3,team1_pick4,team1_pick5,team2_pick1,team2_pick2,team2_pick3,team2_pick4,team2_pick5,team1_wins
Yorick,Lee Sin,Annie,Miss Fortune,Nautilus,Naafiri,Ryze,Jax,Kalista,Renata Glasc,0
Gwen,Lee Sin,Ahri,Corki,Leona,Gnar,Miss Fortune,Skarner,Hwei,Poppy,1
Xin Zhao,Azir,Gnar,Ezreal,Rakan,Naafiri,Neeko,Jax,Sylas,Kai'Sa,1
Vi,Taliyah,K'Sante,Ashe,Alistar,Naafiri,Azir,Ezreal,Aatrox,Braum,1
Rumble,Viego,Miss Fortune,Taliyah,Nautilus,Jayce,Sejuani,Jhin,Orianna,Alistar,0
Rumble,Xin Zhao,Taliyah,Kai'Sa,Rakan,Azir,Skarner,Galio,Ezreal,Leona,0
Rumble,Jhin,Pantheon,Elise,Viktor,Ryze,Miss Fortune,Skarner,Leona,Yone,1
Sejuani,Renekton,Viktor,Jhin,Bard,Varus,Neeko,Ornn,Orianna,Jarvan IV,0
Xin Zhao,Ahri,Nautilus,Xayah,Vladimir,Jax,Corki,Orianna,Poppy,Mordekaiser,0
Corki,Sejuani,Rell,Annie,Gnar,Miss Fortune,Xin Zhao,Alistar,Taliyah,Aatrox,1
Gwen,Jayce,Rell,Sivir,Tristana,Rumble,Varus,Alistar,Vi,Ahri,1
Jayce,Maokai,Jhin,Rell,Sylas,Rumble,Vi,Yone,Miss Fortune,Rakan,1
Varus,Lillia,Jayce,Taliyah,Rell,Miss Fortune,Sejuani,Yone,K'Sante,Nautilus,1
Varus,Nocturne,Neeko,Aurora,Renekton,Sivir,Xin Zhao,Leona,Ahri,Gnar,0
Jayce,Varus,Sejuani,Hwei,Thresh,Rell,Tristana,Ambessa,Zac,Sylas,1
Varus,Vi,Syndra,Renekton,Rakan,Xin Zhao,Ezreal,Viktor,Rell,Fiora,1
Jinx,Lillia,Sion,Braum,Tristana,Corki,Sejuani,Alistar,Irelia,Viktor,1
Corki,Xin Zhao,Hwei,Poppy,Cassiopeia,Tristana,Naafiri,Mel,Rell,Aurora,1
Yone,Sejuani,Rumble,Miss Fortune,Leona,Pantheon,Taliyah,Ryze,Corki,Braum,1
Varus,Pantheon,Taliyah,Alistar,Aatrox,Naafiri,Jhin,Orianna,Nautilus,Garen,1
Gwen,Ahri,Miss Fortune,Fiddlesticks,Naafiri,Corki,Rakan,Maokai,Akali,Jax,1
Rumble,Xin Zhao,Miss Fortune,Akali,Alistar,Gwen,Naafiri,Ahri,Varus,Braum,0
Varus,Xin Zhao,Ahri,Pyke,Sion,Naafiri,Ezreal,Viktor,Rell,Jax,1
Viktor,Jarvan IV,Jhin,Rakan,Gnar,Varus,Zed,Orianna,Pyke,Malphite,1
Naafiri,Ezreal,Taliyah,Alistar,Gnar,Azir,Poppy,Zeri,Rakan,Jax,0
Jayce,Ezreal,Rell,Shyvana,Sylas,Miss Fortune,Leona,Sion,Maokai,Viktor,0
Gwen,Tristana,Rakan,Taliyah,Vi,Azir,Gnar,Ezreal,Rell,Ivern,1
Nautilus,Jinx,Aurora,Bel'Veth,Galio,Kai'Sa,Orianna,Rakan,Dr. Mundo,Malphite,1
Azir,Ezreal,Rell,Yorick,Malphite,Taliyah,Varus,Xin Zhao,Alistar,Rumble,0
Jayce,Miss Fortune,Skarner,Nautilus,Viktor,Ambessa,Varus,Vi,Rell,Orianna,0
Orianna,Braum,Miss Fortune,Wukong,Gnar,Rell,Viktor,Rek'Sai,Kog'Maw,Garen,1
Maokai,Ezreal,Jayce,Volibear,Jarvan IV,Rell,Viktor,Sion,Miss Fortune,Vi,0
Varus,Mel,Nautilus,Skarner,Gnar,Ahri,Zeri,Braum,Vi,Irelia,0
Azir,Galio,Ezreal,Naafiri,Nautilus,Maokai,Rumble,Corki,Draven,Alistar,1
Viktor,Maokai,Ambessa,Blitzcrank,Jhin,Ahri,Viego,Sett,Rakan,Mel,1
Sejuani,Jax,Azir,Jhin,Neeko,Renekton,Lillia,Yone,Kai'Sa,Leona,1
Varus,Naafiri,Orianna,Leona,K'Sante,Jhin,Xin Zhao,Nautilus,Ziggs,Ambessa,1
Vi,Gwen,Taliyah,Corki,Alistar,Miss Fortune,Nocturne,Akali,Viktor,Rakan,1
Jayce,Pantheon,Ahri,Kalista,Renata Glasc,Gwen,Naafiri,Corki,Ezreal,Karma,0
K'Sante,Taliyah,Pantheon,Kai'Sa,Rakan,Cho'Gath,Kalista,Trundle,Kennen,Amumu,1
Gwen,Sejuani,Yone,Kai'Sa,Nautilus,Rumble,Naafiri,Ahri,Miss Fortune,Alistar,1
Sejuani,Galio,Tristana,Lulu,Azir,Wukong,Rumble,Xayah,Ryze,Nami,0
Xin Zhao,Karma,Ashe,Braum,Aatrox,Vi,Ezreal,Rumble,Rell,Hwei,1
Taliyah,Xayah,Rakan,Gnar,Skarner,Vi,Ambessa,Xerath,Lucian,Nami,1
Jayce,Ashe,Braum,Dr. Mundo,Akali,Nocturne,Neeko,Yorick,Jhin,Viktor,0
Jayce,Pantheon,Taliyah,Zeri,Rakan,Sion,Miss Fortune,Wukong,Aurora,Elise,1
Varus,Nautilus,Azir,Ambessa,Viego,Leona,Zyra,Jhin,Smolder,K'Sante,0
Ahri,Xin Zhao,Miss Fortune,Leona,Renekton,Varus,Vi,Viktor,Nautilus,Aatrox,1
Sejuani,Ambessa,Ryze,Corki,Poppy,Naafiri,Aurora,Camille,Rakan,Xayah,1
Jayce,Naafiri,Ahri,Xayah,Rakan,Rumble,Xin Zhao,Ryze,Miss Fortune,Poppy,0
Kalista,Jayce,Neeko,Nocturne,Nautilus,Naafiri,Ezreal,Karma,Jax,Taliyah,1
Skarner,Ezreal,Aurora,Ambessa,Bard,Varus,Taliyah,Lillia,Rell,Aatrox,0
Yorick,Xin Zhao,Azir,Jhin,Rell,Naafiri,Taliyah,Jax,Miss Fortune,Nautilus,0
Rumble,Xin Zhao,Ahri,Yasuo,Alistar,Aurora,Vi,Kai'Sa,Viktor,Rakan,0
Lillia,Corki,Renekton,Xayah,Rakan,Kalista,Neeko,Vi,Jayce,Ryze,0
Xin Zhao,Gwen,Ryze,Zeri,Alistar,Varus,Rumble,Skarner,Yone,Renata Glasc,1
Pantheon,Rumble,Ryze,Ezreal,Rakan,Varus,Taliyah,Vi,Ornn,Senna,1
Naafiri,Taliyah,Ezreal,Rell,Sion,Azir,Poppy,Kai'Sa,Leona,Nidalee,0
Varus,Jayce,Lillia,Alistar,Corki,Gwen,Skarner,Taliyah,Miss Fortune,Nautilus,1
Gwen,Viktor,Viego,Jhin,Elise,Xin Zhao,Vladimir,Ahri,Miss Fortune,Nautilus,0
Sion,Wukong,Galio,Lucian,Nami,Kai'Sa,Xin Zhao,Azir,Neeko,Aatrox,1
Pantheon,Renekton,Ahri,Ashe,Braum,Viego,Aurora,Ornn,Leona,Ziggs,1
Azir,Ashe,Renekton,Leona,Xin Zhao,Jayce,Miss Fortune,Rell,Sejuani,Rumble,0
Corki,Naafiri,Taliyah,Aurora,Rell,Draven,Vi,Ambessa,Viktor,Nautilus,0
Vi,Jax,Kai'Sa,Ahri,Alistar,Ambessa,Varus,Taliyah,Lillia,Nautilus,1
Varus,Naafiri,Ryze,Sion,Leona,Rumble,Miss Fortune,Pantheon,Orianna,Braum,1
Sejuani,Akali,Ambessa,Varus,Rakan,Jarvan IV,Hwei,Cassiopeia,Kalista,Alistar,1
Varus,K'Sante,Rumble,Rell,Yasuo,Pantheon,Jhin,Taliyah,Xin Zhao,Alistar,1
Rumble,Wukong,Ezreal,Taliyah,Alistar,Corki,Xin Zhao,Aatrox,Nautilus,Viktor,1
Azir,Corki,K'Sante,Wukong,Rell,Vi,Taliyah,Gnar,Jinx,Alistar,0
Gwen,Jhin,Skarner,Galio,Leona,Jayce,Xin Zhao,Hwei,Zyra,Janna,1
Maokai,Corki,Gwen,Nilah,Senna,Rumble,Kalista,Xin Zhao,Leona,Viktor,1
Miss Fortune,Pantheon,K'Sante,Leona,Hwei,Xin Zhao,Corki,Orianna,Darius,Braum,0
Sejuani,Ambessa,Azir,Miss Fortune,Rakan,Xin Zhao,Taliyah,Jayce,Jinx,Alistar,1
Pantheon,Orianna,Ashe,Seraphine,Darius,Taliyah,Sejuani,Ambessa,Ezreal,Blitzcrank,1
Orianna,Xin Zhao,Braum,Kog'Maw,Renekton,Sylas,Miss Fortune,Nocturne,Renata Glasc,Poppy,1
Corki,Zyra,Leona,Hwei,Renekton,Xin Zhao,Ezreal,Braum,Ahri,Aatrox,0
Sejuani,Rumble,Corki,Caitlyn,Bard,Gwen,Renata Glasc,Kalista,Pantheon,Sylas,1
Ahri,Xin Zhao,Jayce,Kai'Sa,Rell,LeBlanc,Naafiri,Gragas,Jhin,Rakan,1
Xin Zhao,Mel,Corki,Poppy,Nautilus,Pantheon,Taliyah,Ezreal,Leona,Olaf,1
Varus,Lee Sin,Azir,Thresh,Poppy,Sivir,Jarvan IV,Sylas,Lulu,Yorick,0
Ambessa,Kai'Sa,Nautilus,Maokai,Ryze,Yone,Sejuani,Ezreal,Thresh,Volibear,1
Varus,Jayce,Lee Sin,Syndra,Nautilus,Ezreal,Nidalee,Sion,Azir,Fiddlesticks,0
Yone,Rell,Lillia,Jax,Zeri,Irelia,Sejuani,Nautilus,Miss Fortune,Kennen,1
Varus,Maokai,Rell,Ambessa,Aurelion Sol,Sejuani,Jhin,Nautilus,Azir,Gnar,1
Yone,Maokai,Rell,Kai'Sa,Gnar,Aurora,Jhin,Dr. Mundo,Braum,Fiora,0
Xin Zhao,Varus,Ahri,Leona,Poppy,Miss Fortune,Yone,Sejuani,Ambessa,Braum,1
Rumble,Maokai,Tristana,Alistar,Ezreal,Ambessa,Sejuani,Rell,Ashe,Viktor,1
Rumble,Wukong,Miss Fortune,Rakan,Orianna,Jayce,Skarner,Kai'Sa,Alistar,Ryze,1
Gwen,Lulu,Corki,Orianna,Naafiri,Maokai,Renekton,Draven,Thresh,Ahri,1
Xin Zhao,Xayah,Rakan,Vex,K'Sante,Rumble,Vi,Ahri,Miss Fortune,Rell,0
Rell,Tristana,Zyra,Varus,Yorick,Azir,Ivern,Alistar,Ezreal,K'Sante,1
Rumble,Vi,Ahri,Corki,Rell,Ambessa,Miss Fortune,Xin Zhao,Azir,Nautilus,1
Tristana,K'Sante,Vi,Neeko,Orianna,Rumble,Varus,Rell,Jax,Viktor,0
Azir,Lee Sin,Ambessa,Miss Fortune,Alistar,Vi,Varus,Taliyah,Jayce,Braum,0
Taliyah,Naafiri,Gnar,Kai'Sa,Braum,Jayce,Nautilus,Lillia,Ornn,Corki,1
Varus,Xin Zhao,Galio,Aurora,Nautilus,Rumble,Vi,Yone,Ezreal,Rakan,1
Rumble,Xin Zhao,Ezreal,Viktor,Rell,Sejuani,Miss Fortune,Gwen,Taliyah,Rakan,1
Jayce,Renekton,Zyra,Jinx,Alistar,Ezreal,Ambessa,Syndra,Leona,Diana,0
Sejuani,Miss Fortune,Renekton,Ahri,Alistar,Corki,Rell,Gnar,Skarner,Sylas,1
Vi,Ambessa,Akali,Miss Fortune,Fiddlesticks,Azir,Rakan,Xayah,Sion,Maokai,0
Rumble,Maokai,Yone,Rell,Jhin,Ezreal,Xin Zhao,Karma,Gnar,Ahri,1
Varus,Gragas,Jarvan IV,Viktor,Bard,Jayce,Zyra,Yone,Corki,Leona,1
Azir,Xayah,Rakan,Sion,Pantheon,Vi,Miss Fortune,Neeko,Ziggs,Cho'Gath,0
Vi,Jayce,Azir,Lucian,Milio,Rumble,Maokai,Tristana,Kai'Sa,Rakan,1
Miss Fortune,Sion,Volibear,Seraphine,Yone,Corki,Nidalee,Aatrox,Alistar,Viktor,0
Rumble,Sejuani,Yone,Miss Fortune,Alistar,Azir,Xin Zhao,Galio,Varus,Leona,1
Azir,Ezreal,Poppy,Leona,K'Sante,Xin Zhao,Taliyah,Kai'Sa,Rakan,Gnar,0
Jayce,Ezreal,Viktor,Nautilus,Maokai,Azir,Xin Zhao,Sion,Kai'Sa,Rell,0
Naafiri,Aurora,Sion,Sivir,Nautilus,Renekton,Lillia,Ezreal,Corki,Rell,1
Gwen,Ahri,Viego,Braum,Lucian,Rumble,Naafiri,Sylas,Leona,Corki,1
Rumble,Wukong,Ahri,Ashe,Rell,Naafiri,Ryze,Viktor,Miss Fortune,Nautilus,1
Gwen,Wukong,Orianna,Zeri,Lulu,Ambessa,Skarner,Viktor,Rakan,Xayah,1
Varus,Orianna,Viego,Ornn,Braum,Renekton,Jhin,Alistar,Lee Sin,Akali,1
Lillia,Yone,Miss Fortune,Rakan,Ornn,Renekton,Zyra,Ashe,Mel,Poppy,0
Gwen,Naafiri,Taliyah,Jhin,Nautilus,Azir,Sejuani,Ambessa,Ezreal,Braum,1
Xin Zhao,Jayce,Ahri,Zeri,Lulu,Rumble,Pantheon,Sylas,Xayah,Blitzcrank,0
Naafiri,Yorick,Xayah,Nautilus,Ahri,Kai'Sa,Neeko,Sion,Ryze,Pantheon,0
Azir,Poppy,Jayce,Xayah,Rakan,Rumble,Naafiri,Ahri,Jhin,Nautilus,1
Rumble,Sejuani,Yone,Zeri,Rakan,Azir,Skarner,Ezreal,K'Sante,Poppy,1
Xin Zhao,Akali,Jax,Lucian,Braum,Renekton,Yone,Nidalee,Kai'Sa,Neeko,0
Taliyah,Jhin,Leona,Aatrox,Viego,Varus,Xin Zhao,Braum,Ambessa,Aurora,1
Varus,Xin Zhao,Karma,Galio,Jayce,Naafiri,Neeko,Jhin,Ryze,Ornn,0
Rumble,Zyra,Tristana,Corki,Leona,Vi,Galio,Ahri,Jhin,Alistar,0
Kai'Sa,Poppy,Azir,Nidalee,Alistar,Sion,Xayah,Nautilus,Yone,Maokai,0
Xin Zhao,Ashe,Leona,Sion,Syndra,Corki,Pantheon,Alistar,Nidalee,Ziggs,0
Rumble,Tristana,Rell,Yone,Volibear,Kai'Sa,Maokai,Alistar,Orianna,Irelia,0
Varus,Sejuani,Yone,Leona,Gragas,Azir,Jhin,Xin Zhao,Nautilus,Olaf,1
Vi,Jinx,Viktor,Braum,Sion,Taliyah,Corki,Xin Zhao,Leona,Camille,1
Varus,Ivern,Azir,Nautilus,Renekton,Miss Fortune,Rell,Vi,Aurelion Sol,Ornn,1
Miss Fortune,Nautilus,Hwei,Lillia,Ambessa,Xayah,Azir,Fiora,Renata Glasc,Amumu,1
Rumble,Maokai,Yone,Ezreal,Alistar,Aurora,Varus,Sejuani,Katarina,Braum,1
Gwen,Miss Fortune,Yorick,Nautilus,Galio,Kennen,Varus,Pantheon,Leona,Corki,1
Varus,Jayce,Rell,Viktor,Bel'Veth,Ashe,Nocturne,Camille,Leona,Ahri,1
Maokai,Ambessa,Mel,Jhin,Karma,Viktor,Sejuani,Camille,Ashe,Blitzcrank,0
Rumble,Miss Fortune,Rell,Pantheon,Sylas,Xin Zhao,Varus,Leona,Ambessa,Ryze,0
Varus,Maokai,Viktor,Poppy,Nautilus,Ezreal,Vi,Ahri,Rakan,Aatrox,1
Rumble,Pantheon,Taliyah,Rell,Jhin,Xin Zhao,Sion,Hwei,Miss Fortune,Leona,0
Jayce,Ezreal,Rell,Azir,Trundle,Miss Fortune,Sion,Braum,Nunu & Willump,Taliyah,1
Skarner,Alistar,Ezreal,Hwei,Jax,Rell,Viego,Kai'Sa,Azir,Sett,0
Maokai,Jarvan IV,Corki,Senna,Jhin,Zyra,Tristana,Rell,Brand,Irelia,0
Gwen,Skarner,Varus,Azir,Nautilus,Ambessa,Sejuani,Rell,Miss Fortune,Viktor,1
Corki,Naafiri,Yorick,Alistar,Aurora,Rumble,Rell,Yone,Xin Zhao,Kai'Sa,1
Azir,Skarner,Leona,Jayce,Kai'Sa,Syndra,Viego,Gangplank,Rell,Kalista,1
Jayce,Ezreal,Maokai,Alistar,Viktor,Leona,Pantheon,Kai'Sa,Akali,K'Sante,0
Naafiri,Ahri,Ezreal,Fiddlesticks,Gnar,Azir,Xin Zhao,Corki,Rakan,Malphite,0
LeBlanc,Hecarim,Lucian,Darius,Galio,Viego,Ezreal,Vex,Rakan,Vayne,1
Orianna,Xin Zhao,Ambessa,Corki,Maokai,Rumble,Vi,Akali,Zeri,Alistar,0
Ashe,Lulu,Jarvan IV,Yone,Teemo,Xin Zhao,Jinx,Orianna,Blitzcrank,Gragas,1
Jayce,Jhin,Brand,Darius,Maokai,Ashe,Sejuani,Ambessa,Seraphine,Ahri,1
Xin Zhao,Renekton,Ahri,Jhin,Leona,Varus,Ambessa,Naafiri,Azir,Alistar,0
Orianna,K'Sante,Wukong,Jhin,Neeko,Syndra,Pantheon,Poppy,Sivir,Bard,1
Varus,Xin Zhao,K'Sante,Veigar,Rell,Ezreal,Maokai,Jax,Yone,Nautilus,1
Yone,Poppy,Corki,Jarvan IV,Rumble,Sejuani,Rell,Miss Fortune,Hwei,Viego,1
Taliyah,Maokai,Ezreal,Ambessa,Kayn,Vi,Ahri,Leona,Kai'Sa,Aatrox,0
Rumble,Xin Zhao,Miss Fortune,Taliyah,Rakan,Ambessa,Ezreal,Rell,Wukong,Orianna,1
Sejuani,Taliyah,Rell,Kai'Sa,Sion,Varus,Vi,Ahri,Rakan,Ambessa,1
Pantheon,Karma,Olaf,Draven,Nidalee,Viktor,Volibear,Gragas,Aphelios,Thresh,1
Zyra,Aphelios,Rakan,Renekton,Syndra,Zed,Jinx,Lulu,Cho'Gath,Akali,1
Rumble,Xayah,Rakan,Nocturne,Orianna,Ambessa,Vi,Karma,Caitlyn,Galio,0
Corki,Zoe,Sejuani,Bard,Jax,Aurora,Wukong,Ornn,Caitlyn,Karma,1
Gwen,Pantheon,Ashe,Blitzcrank,Mel,Jayce,Maokai,Jinx,Hwei,Alistar,0
Vi,Miss Fortune,Ahri,Leona,Jax,Taliyah,Kindred,Tristana,Alistar,Malphite,1
Xin Zhao,Ezreal,Taliyah,Alistar,Gnar,Sion,Corki,Zyra,Tristana,Braum,1
Viktor,Volibear,Sivir,Karma,Vladimir,Xin Zhao,Veigar,Draven,Soraka,Yone,1
Varus,Jarvan IV,Alistar,Hwei,Jayce,Aurora,Jhin,Poppy,Rakan,Azir,1
Rumble,Sejuani,Corki,Tristana,Braum,Ambessa,Skarner,Miss Fortune,Viktor,Rakan,0
Varus,Naafiri,Ryze,Ambessa,Poppy,Kalista,Vi,Ahri,Gnar,Renata Glasc,0
Zeri,Rell,Sylas,Zed,Gnar,Varus,Azir,Braum,Ivern,Camille,1
Alistar,Jhin,Nocturne,Malphite,Ziggs,Braum,Naafiri,Ryze,Lucian,Dr. Mundo,1
Gwen,Xin Zhao,Azir,Ezreal,Maokai,Vi,Taliyah,Ambessa,Rakan,Tristana,1
Maokai,Jayce,Corki,Xayah,Rakan,Azir,Varus,Rumble,Dr. Mundo,Nautilus,0
Rumble,Sejuani,Corki,Lucian,Milio,Naafiri,Shen,Kai'Sa,Orianna,Nautilus,0
Jayce,Mel,Alistar,Jinx,Viego,Kalista,Hwei,Sion,Soraka,Wukong,0
Rumble,Sejuani,Yone,Ezreal,Nautilus,Ambessa,Vi,Azir,Alistar,Tristana,1
Naafiri,Miss Fortune,Aurora,Jax,Fiddlesticks,Varus,Xin Zhao,Braum,Renekton,Ahri,1
Taliyah,Gnar,Dr. Mundo,Xayah,Rakan,Maokai,Corki,Sylas,Leona,Jinx,1
Azir,Draven,Poppy,Ziggs,Alistar,Varus,Xin Zhao,Taliyah,Aatrox,Bard,0
Xin Zhao,Jayce,Taliyah,Nautilus,Kai'Sa,Azir,Gwen,Sejuani,Ezreal,Leona,0
Corki,Ambessa,Lillia,Jinx,Tahm Kench,Orianna,Naafiri,Renekton,Ashe,Braum,0
Naafiri,Galio,Yone,Sivir,Rakan,Rumble,Ezreal,Skarner,Tristana,Nidalee,0
Kalista,Neeko,Rumble,Lillia,Corki,Sejuani,Elise,Yone,Ezreal,Anivia,0
Vi,Gnar,Ezreal,Viego,Braum,Gwen,Xin Zhao,Kai'Sa,Taliyah,Rakan,0
Jayce,Ahri,Pantheon,Rakan,Kai'Sa,Xin Zhao,Taliyah,Ashe,Leona,Nidalee,0
Wukong,Gangplank,Corki,Sylas,Alistar,Ambessa,Skarner,Zeri,Rell,Akali,0
Sion,Kai'Sa,Pantheon,Sylas,Nautilus,Xin Zhao,Taliyah,Ornn,Varus,Renata Glasc,1
Azir,Poppy,Sion,Lucian,Neeko,Nocturne,Ryze,Nidalee,Aphelios,Thresh,1
Azir,Naafiri,Jhin,Ornn,Neeko,Rumble,Varus,Taliyah,Skarner,Leona,1
Neeko,Sejuani,Gwen,Draven,Yone,Ryze,Jhin,Jayce,Leona,Zed,1
Naafiri,Ahri,Ambessa,Ashe,Rell,K'Sante,Corki,Lillia,Miss Fortune,Rakan,1
Jayce,Varus,Rumble,Skarner,Neeko,Ezreal,Rakan,Irelia,Sejuani,Ryze,1
Gwen,Miss Fortune,Ahri,Viego,Rell,Jayce,Yone,Sejuani,Rakan,Xayah,1
Viktor,Lillia,Renekton,Lucian,Braum,Sylas,Poppy,Aatrox,Ashe,Pantheon,1
Taliyah,Braum,Jinx,Mordekaiser,Tryndamere,Ashe,Viego,Rell,Renekton,Aurora,0
Sion,Kai'Sa,Pantheon,Sylas,Rell,Xin Zhao,Taliyah,Yorick,Xayah,Poppy,0
Rumble,Skarner,Aurora,Lucian,Nami,Jayce,Naafiri,Ahri,Neeko,Kalista,0
Azir,Varus,Rumble,Leona,Vi,Maokai,Kai'Sa,Irelia,Alistar,Galio,1
Rakan,Corki,Orianna,Renekton,Amumu,Taliyah,Miss Fortune,Nautilus,Xin Zhao,Gnar,0
Vi,Rumble,Jhin,Sylas,Rell,Varus,Xin Zhao,Rakan,Aatrox,Galio,0
Taliyah,Xin Zhao,Aatrox,Miss Fortune,Alistar,Rumble,Tristana,Maokai,Corki,Pyke,1
Varus,Ambessa,Naafiri,Zoe,Blitzcrank,Vi,Kalista,Renekton,Renata Glasc,Ryze,1
Vi,Jhin,Leona,Sion,Sylas,Varus,Viktor,Poppy,Alistar,Yorick,1
Rumble,Ezreal,Leona,Xin Zhao,Azir,Varus,Rell,Ambessa,Sejuani,Sylas,0
Varus,Xin Zhao,Aurora,Ambessa,Leona,Rumble,Rell,Jhin,Yone,Camille,1
Naafiri,Rumble,Ahri,Nautilus,Jhin,Varus,Gwen,Skarner,Taliyah,Rell,1
Rell,Kai'Sa,Gragas,Naafiri,Ryze,Corki,Nautilus,Hwei,Jarvan IV,Ambessa,0
Corki,Azir,Jarvan IV,Ornn,Renata Glasc,Jinx,Maokai,Akali,Renekton,Lulu,0
Zyra,Corki,Miss Fortune,K'Sante,Poppy,Varus,Naafiri,Syndra,Rell,Camille,1
Pantheon,Ashe,Rakan,Galio,Gnar,Corki,Naafiri,Nautilus,Ahri,Jax,0
Varus,Vi,Hwei,Nautilus,Jayce,Jhin,Viktor,Jarvan IV,Gnar,Pantheon,1
Naafiri,Azir,Jayce,Tristana,Elise,Jinx,Nautilus,K'Sante,Brand,Zed,0
Vi,Sion,Taliyah,Ezreal,Rakan,Jayce,Sejuani,Ahri,Kai'Sa,Pantheon,1
Miss Fortune,Sejuani,Zed,Nautilus,Aurora,Taliyah,Draven,Wukong,Alistar,Dr. Mundo,1
Miss Fortune,Maokai,Yone,Aatrox,Neeko,Kai'Sa,K'Sante,Nocturne,Hwei,Alistar,0
Gwen,Azir,Pantheon,Alistar,Ezreal,Vi,Ahri,Ambessa,Rakan,Kai'Sa,1
Orianna,Xin Zhao,Ashe,Elise,Aatrox,Rakan,Galio,Ezreal,Pantheon,Fiora,0
Varus,Naafiri,Ambessa,Vladimir,Fiddlesticks,Miss Fortune,Gwen,Ahri,Poppy,Rell,0
Xayah,Xin Zhao,Kled,Sylas,Nautilus,Jayce,Kai'Sa,Zyra,Ornn,Pantheon,0
Viktor,Skarner,Sivir,Karma,Darius,Taliyah,Vi,Jinx,Bard,Gragas,0
Xin Zhao,Jinx,Orianna,K'Sante,Braum,Rumble,Skarner,Tristana,Miss Fortune,Bard,1
Caitlyn,Sejuani,Fiora,Viktor,Pyke,Ziggs,Corki,Udyr,Vi,Rakan,1
Xin Zhao,Ezreal,Ahri,Rakan,Jax,Sejuani,Varus,Ambessa,Sylas,Alistar,1
Varus,Xin Zhao,Syndra,Irelia,Lulu,Tristana,Maokai,Ambessa,Mel,Leona,1
Viego,Sion,Ryze,Blitzcrank,Jhin,Renekton,Lillia,Orianna,Smolder,Thresh,1
Sion,Jhin,Naafiri,Leona,Aurora,Ashe,Gnar,Taliyah,Rell,Viego,0
Gwen,Pantheon,Ahri,Jhin,Nautilus,Ambessa,Skarner,Azir,Varus,Renata Glasc,1
Hwei,Xin Zhao,Leona,Kai'Sa,Poppy,Dr. Mundo,Rell,Ahri,Camille,Smolder,0
Ahri,Xin Zhao,Miss Fortune,Cho'Gath,Alistar,Ambessa,Jhin,Poppy,Swain,Vi,1
Varus,K'Sante,Viego,Azir,Nautilus,Jhin,Lee Sin,Rell,Cho'Gath,Akali,0
Jayce,Sejuani,Azir,Miss Fortune,Poppy,Ambessa,Vi,Taliyah,Jhin,Maokai,1
Jayce,Sivir,Maokai,Mordekaiser,Bard,Sion,Elise,Tristana,Rell,Irelia,0
Gwen,Xin Zhao,Orianna,Rell,Corki,Ryze,Tristana,Pantheon,Alistar,Ezreal,0
Vi,Viktor,Rakan,Smolder,Jayce,Naafiri,Taliyah,Ambessa,Poppy,Kai'Sa,0
Xin Zhao,Orianna,Sion,Kog'Maw,Lulu,Viego,Hwei,Shen,Jinx,Nautilus,0
Azir,Xin Zhao,Sion,Miss Fortune,Nautilus,Jayce,Ezreal,Viktor,Poppy,Viego,1
Naafiri,Jayce,Ezreal,Aurora,Leona,Gwen,Vi,Taliyah,Kai'Sa,Rakan,0
Vi,Gwen,Ahri,Jhin,Nautilus,Rumble,Xin Zhao,Ryze,Ashe,Seraphine,0
Naafiri,Miss Fortune,Rell,Sylas,Rumble,Azir,Xin Zhao,Ezreal,Leona,K'Sante,1
Naafiri,Viktor,Ezreal,Aatrox,Alistar,Nocturne,Orianna,Gnar,Zeri,Rakan,0
Gwen,Skarner,Viktor,Jhin,Alistar,Sejuani,Neeko,Jax,Kassadin,Corki,1
K'Sante,Azir,Jhin,Xin Zhao,Neeko,Yorick,Varus,Yone,Alistar,Zyra,0
Varus,Naafiri,Ryze,Pyke,Gnar,Kalista,Neeko,Pantheon,Orianna,Aatrox,0
Xin Zhao,Taliyah,Ambessa,Kai'Sa,Neeko,Jayce,Azir,Ezreal,Poppy,Karma,1
Nocturne,Rakan,Ambessa,Kai'Sa,Yone,Ashe,Jayce,Ryze,Viego,Nautilus,0
Kalista,Ashe,Ryze,Lillia,Renekton,Renata Glasc,Skarner,Draven,Ahri,K'Sante,1
Azir,Rumble,Sejuani,Kai'Sa,Alistar,Taliyah,Skarner,K'Sante,Miss Fortune,Rakan,0
Gwen,Miss Fortune,Skarner,Nautilus,Taliyah,Pantheon,Sejuani,Ryze,Lucian,Nami,1
Azir,Miss Fortune,Sion,Naafiri,Rell,Ezreal,Rumble,Yone,Xin Zhao,Braum,0
Taliyah,Nocturne,Rumble,Xayah,Pantheon,Naafiri,Miss Fortune,Orianna,Leona,K'Sante,1
Naafiri,Miss Fortune,Orianna,Gragas,Rakan,Viktor,Pantheon,Jax,Alistar,Lucian,0
Xin Zhao,Ambessa,Ahri,Zeri,Rell,Ryze,Ezreal,Viego,Aatrox,Nautilus,0
Zyra,Yone,Ezreal,Yorick,Leona,Xin Zhao,Viktor,Sion,Jhin,Rell,1
Jayce,Ryze,Skarner,Draven,Renata Glasc,Ambessa,Neeko,Taliyah,Jhin,Gwen,1
Varus,Jayce,Skarner,Braum,Hwei,Azir,Xin Zhao,Sion,Kai'Sa,Neeko,0
